Date,ATM_ID,Withdrawal_Amount,Day_of_Week,Holiday_Flag
2022-04-22,ATM_5,1036.3,Friday,0
2022-04-23,ATM_1,1689.63,Saturday,0
2022-04-23,ATM_2,3065.52,Saturday,0
2022-04-23,ATM_3,4995.58,Saturday,0
2022-04-23,ATM_4,1376.27,Saturday,0
2022-04-23,ATM_5,2591.37,Saturday,0
2022-04-24,ATM_1,2511.48,Sunday,0
2022-04-24,ATM_2,4791.62,Sunday,0
2022-04-24,ATM_3,4372.69,Sunday,0
2022-04-24,ATM_4,2095.22,Sunday,0
2022-04-24,ATM_5,3346.66,Sunday,0
2022-04-25,ATM_1,1513.64,Monday,0
2022-04-25,ATM_2,1708.69,Monday,0
2022-04-25,ATM_3,2800.27,Monday,0
2022-04-25,ATM_4,2397.09,Monday,0
2022-04-25,ATM_5,1340.75,Monday,0
2022-04-26,ATM_1,1501.64,Tuesday,0
2022-04-26,ATM_2,585.63,Tuesday,0
2022-04-26,ATM_3,959.48,Tuesday,0
2022-04-26,ATM_4,1848.76,Tuesday,0
2022-04-26,ATM_5,552.34,Tuesday,0
2022-04-27,ATM_1,2534.38,Wednesday,0
2022-04-27,ATM_2,2261.57,Wednesday,0
2022-04-27,ATM_3,531.47,Wednesday,0
2022-04-27,ATM_4,1588.2,Wednesday,0
2022-04-27,ATM_5,2538.91,Wednesday,0
2022-04-28,ATM_1,609.8,Thursday,0
2022-04-28,ATM_2,505.34,Thursday,0
2022-04-28,ATM_3,2382.14,Thursday,0
2022-04-28,ATM_4,1327.87,Thursday,0
2022-04-28,ATM_5,1613.56,Thursday,0
2022-04-29,ATM_1,528.7,Friday,0
2022-04-29,ATM_2,641.44,Friday,0
2022-04-29,ATM_3,2480.9,Friday,0
2022-04-29,ATM_4,1832.71,Friday,0
2022-04-29,ATM_5,985.77,Friday,0
2022-04-30,ATM_1,2430.13,Saturday,0
2022-04-30,ATM_2,3922.16,Saturday,0
2022-04-30,ATM_3,2089.04,Saturday,0
2022-04-30,ATM_4,4363.53,Saturday,0
2022-04-30,ATM_5,2198.73,Saturday,0
2022-05-01,ATM_1,3009.62,Sunday,0
2022-05-01,ATM_2,3527.38,Sunday,0
2022-05-01,ATM_3,1796.55,Sunday,0
2022-05-01,ATM_4,1957.27,Sunday,0
2022-05-01,ATM_5,1820.22,Sunday,0
2022-05-02,ATM_1,2280.35,Monday,0
2022-05-02,ATM_2,4177.19,Monday,0
2022-05-02,ATM_3,1066.8,Monday,0
2022-05-02,ATM_4,2240.19,Monday,0
2022-05-02,ATM_5,4617.32,Monday,0
2022-05-03,ATM_1,1430.13,Tuesday,0
2022-05-03,ATM_2,4788.55,Tuesday,0
2022-05-03,ATM_3,1234.07,Tuesday,0
2022-05-03,ATM_4,4011.35,Tuesday,0
2022-05-03,ATM_5,1423.98,Tuesday,0
2022-05-04,ATM_1,2682.57,Wednesday,0
2022-05-04,ATM_2,4454.42,Wednesday,0
2022-05-04,ATM_3,3978.05,Wednesday,0
2022-05-04,ATM_4,1782.21,Wednesday,0
2022-05-04,ATM_5,4027.06,Wednesday,0
2022-05-05,ATM_1,4506.24,Thursday,0
2022-05-05,ATM_2,2592.23,Thursday,0
2022-05-05,ATM_3,1506.32,Thursday,0
2022-05-05,ATM_4,2346.41,Thursday,0
2022-05-05,ATM_5,2768.61,Thursday,0
2022-05-06,ATM_1,2529.08,Friday,0
2022-05-06,ATM_2,2687.25,Friday,0
2022-05-06,ATM_3,2249.2,Friday,0
2022-05-06,ATM_4,1087.62,Friday,0
2022-05-06,ATM_5,2325.95,Friday,0
2022-05-07,ATM_1,4327.36,Saturday,0
2022-05-07,ATM_2,2368.35,Saturday,0
2022-05-07,ATM_3,2644.17,Saturday,0
2022-05-07,ATM_4,4463.28,Saturday,0
2022-05-07,ATM_5,3721.79,Saturday,0
2022-05-08,ATM_1,1754.21,Sunday,0
2022-05-08,ATM_2,3235.68,Sunday,0
2022-05-08,ATM_3,2939.87,Sunday,0
2022-05-08,ATM_4,1920.23,Sunday,0
2022-05-08,ATM_5,1454.13,Sunday,0
2022-05-09,ATM_1,1433.19,Monday,0
2022-05-09,ATM_2,1825.0,Monday,0
2022-05-09,ATM_3,1080.71,Monday,0
2022-05-09,ATM_4,1390.69,Monday,0
2022-05-09,ATM_5,2332.93,Monday,0
2022-05-10,ATM_1,2444.24,Tuesday,0
2022-05-10,ATM_2,2255.46,Tuesday,0
2022-05-10,ATM_3,1340.31,Tuesday,0
2022-05-10,ATM_4,1514.65,Tuesday,0
2022-05-10,ATM_5,933.86,Tuesday,0
2022-05-11,ATM_1,1637.88,Wednesday,0
2022-05-11,ATM_2,2479.64,Wednesday,0
2022-05-11,ATM_3,2335.64,Wednesday,0
2022-05-11,ATM_4,2502.65,Wednesday,0
2022-05-11,ATM_5,1483.21,Wednesday,0
2022-05-12,ATM_1,913.4,Thursday,0
2022-05-12,ATM_2,2218.03,Thursday,0
2022-05-12,ATM_3,1600.75,Thursday,0
2022-05-12,ATM_4,1757.45,Thursday,0
2022-05-12,ATM_5,1624.18,Thursday,0
2022-05-13,ATM_1,1739.81,Friday,0
2022-05-13,ATM_2,2005.27,Friday,0
2022-05-13,ATM_3,543.93,Friday,0
2022-05-13,ATM_4,1984.95,Friday,0
2022-05-13,ATM_5,1705.99,Friday,0
2022-05-14,ATM_1,4710.41,Saturday,0
2022-05-14,ATM_2,2443.28,Saturday,0
2022-05-14,ATM_3,4622.7,Saturday,0
2022-05-14,ATM_4,2337.69,Saturday,0
2022-05-14,ATM_5,2726.38,Saturday,0
2022-05-15,ATM_1,2855.78,Sunday,0
2022-05-15,ATM_2,2902.72,Sunday,0
2022-05-15,ATM_3,3596.25,Sunday,0
2022-05-15,ATM_4,4128.32,Sunday,0
2022-05-15,ATM_5,2116.03,Sunday,0
2022-05-16,ATM_1,2917.36,Monday,0
2022-05-16,ATM_2,689.97,Monday,0
2022-05-16,ATM_3,2198.63,Monday,0
2022-05-16,ATM_4,772.59,Monday,0
2022-05-16,ATM_5,949.93,Monday,0
2022-05-17,ATM_1,1229.97,Tuesday,0
2022-05-17,ATM_2,2932.84,Tuesday,0
2022-05-17,ATM_3,2826.92,Tuesday,0
2022-05-17,ATM_4,2401.13,Tuesday,0
2022-05-17,ATM_5,1751.21,Tuesday,0
2022-05-18,ATM_1,1096.67,Wednesday,0
2022-05-18,ATM_2,2401.8,Wednesday,0
2022-05-18,ATM_3,2497.31,Wednesday,0
2022-05-18,ATM_4,2885.23,Wednesday,0
2022-05-18,ATM_5,2255.06,Wednesday,0
2022-05-19,ATM_1,2646.39,Thursday,0
2022-05-19,ATM_2,518.41,Thursday,0
2022-05-19,ATM_3,1751.9,Thursday,0
2022-05-19,ATM_4,1933.35,Thursday,0
2022-05-19,ATM_5,2586.79,Thursday,0
2022-05-20,ATM_1,1761.76,Friday,0
2022-05-20,ATM_2,2018.41,Friday,0
2022-05-20,ATM_3,2503.5,Friday,0
2022-05-20,ATM_4,2614.57,Friday,0
2022-05-20,ATM_5,2850.93,Friday,0
2022-05-21,ATM_1,4356.54,Saturday,0
2022-05-21,ATM_2,2376.26,Saturday,0
2022-05-21,ATM_3,3217.88,Saturday,0
2022-05-21,ATM_4,3108.28,Saturday,0
2022-05-21,ATM_5,4614.35,Saturday,0
2022-05-22,ATM_1,2710.06,Sunday,0
2022-05-22,ATM_2,3571.41,Sunday,0
2022-05-22,ATM_3,1137.33,Sunday,0
2022-05-22,ATM_4,4251.37,Sunday,0
2022-05-22,ATM_5,1528.1,Sunday,0
2022-05-23,ATM_1,1637.13,Monday,0
2022-05-23,ATM_2,1434.09,Monday,0
2022-05-23,ATM_3,2646.91,Monday,0
2022-05-23,ATM_4,2646.96,Monday,0
2022-05-23,ATM_5,2199.38,Monday,0
2022-05-24,ATM_1,951.49,Tuesday,0
2022-05-24,ATM_2,1423.78,Tuesday,0
2022-05-24,ATM_3,2343.63,Tuesday,0
2022-05-24,ATM_4,2109.13,Tuesday,0
2022-05-24,ATM_5,798.07,Tuesday,0
2022-05-25,ATM_1,847.14,Wednesday,0
2022-05-25,ATM_2,727.35,Wednesday,0
2022-05-25,ATM_3,1861.39,Wednesday,0
2022-05-25,ATM_4,761.26,Wednesday,0
2022-05-25,ATM_5,1487.6,Wednesday,0
2022-05-26,ATM_1,2961.16,Thursday,0
2022-05-26,ATM_2,648.65,Thursday,0
2022-05-26,ATM_3,1017.56,Thursday,0
2022-05-26,ATM_4,1394.02,Thursday,0
2022-05-26,ATM_5,793.49,Thursday,0
2022-05-27,ATM_1,2901.62,Friday,0
2022-05-27,ATM_2,1016.06,Friday,0
2022-05-27,ATM_3,2086.58,Friday,0
2022-05-27,ATM_4,602.91,Friday,0
2022-05-27,ATM_5,2291.98,Friday,0
2022-05-28,ATM_1,3847.87,Saturday,0
2022-05-28,ATM_2,1609.94,Saturday,0
2022-05-28,ATM_3,2350.82,Saturday,0
2022-05-28,ATM_4,3336.27,Saturday,0
2022-05-28,ATM_5,2969.3,Saturday,0
2022-05-29,ATM_1,2810.44,Sunday,0
2022-05-29,ATM_2,1206.86,Sunday,0
2022-05-29,ATM_3,4188.95,Sunday,0
2022-05-29,ATM_4,3533.23,Sunday,0
2022-05-29,ATM_5,4267.28,Sunday,0
2022-05-30,ATM_1,2526.74,Monday,0
2022-05-30,ATM_2,2753.89,Monday,0
2022-05-30,ATM_3,1699.68,Monday,0
2022-05-30,ATM_4,2878.34,Monday,0
2022-05-30,ATM_5,2919.82,Monday,0
2022-05-31,ATM_1,2780.33,Tuesday,0
2022-05-31,ATM_2,1282.24,Tuesday,0
2022-05-31,ATM_3,1370.6,Tuesday,0
2022-05-31,ATM_4,1666.97,Tuesday,0
2022-05-31,ATM_5,597.26,Tuesday,0
2022-06-01,ATM_1,4346.8,Wednesday,0
2022-06-01,ATM_2,3818.15,Wednesday,0
2022-06-01,ATM_3,2858.1,Wednesday,0
2022-06-01,ATM_4,1557.73,Wednesday,0
2022-06-01,ATM_5,1464.32,Wednesday,0
2022-06-02,ATM_1,2455.29,Thursday,0
2022-06-02,ATM_2,4110.52,Thursday,0
2022-06-02,ATM_3,1515.57,Thursday,0
2022-06-02,ATM_4,3324.21,Thursday,0
2022-06-02,ATM_5,3227.66,Thursday,0
2022-06-03,ATM_1,4095.8,Friday,0
2022-06-03,ATM_2,2485.12,Friday,0
2022-06-03,ATM_3,2595.34,Friday,0
2022-06-03,ATM_4,1556.72,Friday,0
2022-06-03,ATM_5,1954.57,Friday,0
2022-06-04,ATM_1,3071.59,Saturday,0
2022-06-04,ATM_2,3944.1,Saturday,0
2022-06-04,ATM_3,3048.55,Saturday,0
2022-06-04,ATM_4,4951.51,Saturday,0
2022-06-04,ATM_5,4629.28,Saturday,0
2022-06-05,ATM_1,4622.89,Sunday,0
2022-06-05,ATM_2,4042.26,Sunday,0
2022-06-05,ATM_3,1506.35,Sunday,0
2022-06-05,ATM_4,1270.69,Sunday,0
2022-06-05,ATM_5,3876.16,Sunday,0
2022-06-06,ATM_1,1466.61,Monday,0
2022-06-06,ATM_2,2831.6,Monday,0
2022-06-06,ATM_3,1934.83,Monday,0
2022-06-06,ATM_4,1326.49,Monday,0
2022-06-06,ATM_5,1178.09,Monday,0
2022-06-07,ATM_1,2514.33,Tuesday,0
2022-06-07,ATM_2,1356.69,Tuesday,0
2022-06-07,ATM_3,1034.94,Tuesday,0
2022-06-07,ATM_4,1404.87,Tuesday,0
2022-06-07,ATM_5,1167.44,Tuesday,0
2022-06-08,ATM_1,2287.78,Wednesday,0
2022-06-08,ATM_2,2666.14,Wednesday,0
2022-06-08,ATM_3,2008.13,Wednesday,0
2022-06-08,ATM_4,2806.66,Wednesday,0
2022-06-08,ATM_5,2442.31,Wednesday,0
2022-06-09,ATM_1,571.38,Thursday,0
2022-06-09,ATM_2,1468.96,Thursday,0
2022-06-09,ATM_3,2380.19,Thursday,0
2022-06-09,ATM_4,987.16,Thursday,0
2022-06-09,ATM_5,1231.7,Thursday,0
2022-06-10,ATM_1,1409.6,Friday,0
2022-06-10,ATM_2,2989.14,Friday,0
2022-06-10,ATM_3,2673.59,Friday,0
2022-06-10,ATM_4,1181.11,Friday,0
2022-06-10,ATM_5,1107.07,Friday,0
2022-06-11,ATM_1,1261.85,Saturday,0
2022-06-11,ATM_2,2941.7,Saturday,0
2022-06-11,ATM_3,4412.09,Saturday,0
2022-06-11,ATM_4,3804.64,Saturday,0
2022-06-11,ATM_5,3503.55,Saturday,0
2022-06-12,ATM_1,2833.08,Sunday,0
2022-06-12,ATM_2,1058.28,Sunday,0
2022-06-12,ATM_3,3473.44,Sunday,0
2022-06-12,ATM_4,2618.82,Sunday,0
2022-06-12,ATM_5,1095.71,Sunday,0
2022-06-13,ATM_1,1455.52,Monday,0
2022-06-13,ATM_2,2317.71,Monday,0
2022-06-13,ATM_3,2929.12,Monday,0
2022-06-13,ATM_4,628.51,Monday,0
2022-06-13,ATM_5,2071.92,Monday,0
2022-06-14,ATM_1,1689.52,Tuesday,0
2022-06-14,ATM_2,1360.92,Tuesday,0
2022-06-14,ATM_3,1503.09,Tuesday,0
2022-06-14,ATM_4,2007.55,Tuesday,0
2022-06-14,ATM_5,1823.52,Tuesday,0
2022-06-15,ATM_1,802.95,Wednesday,0
2022-06-15,ATM_2,2387.48,Wednesday,0
2022-06-15,ATM_3,1085.65,Wednesday,0
2022-06-15,ATM_4,2007.71,Wednesday,0
2022-06-15,ATM_5,2327.61,Wednesday,0
2022-06-16,ATM_1,903.6,Thursday,0
2022-06-16,ATM_2,1941.57,Thursday,0
2022-06-16,ATM_3,2578.79,Thursday,0
2022-06-16,ATM_4,2480.38,Thursday,0
2022-06-16,ATM_5,2668.64,Thursday,0
2022-06-17,ATM_1,2977.23,Friday,0
2022-06-17,ATM_2,817.02,Friday,0
2022-06-17,ATM_3,2575.0,Friday,0
2022-06-17,ATM_4,2539.25,Friday,0
2022-06-17,ATM_5,2058.88,Friday,0
2022-06-18,ATM_1,1309.59,Saturday,0
2022-06-18,ATM_2,3381.22,Saturday,0
2022-06-18,ATM_3,3930.11,Saturday,0
2022-06-18,ATM_4,4606.45,Saturday,0
2022-06-18,ATM_5,2735.61,Saturday,0
2022-06-19,ATM_1,4376.82,Sunday,0
2022-06-19,ATM_2,2929.43,Sunday,0
2022-06-19,ATM_3,1543.1,Sunday,0
2022-06-19,ATM_4,3787.24,Sunday,0
2022-06-19,ATM_5,3048.87,Sunday,0
2022-06-20,ATM_1,2236.09,Monday,0
2022-06-20,ATM_2,1150.75,Monday,0
2022-06-20,ATM_3,1554.11,Monday,0
2022-06-20,ATM_4,2764.06,Monday,0
2022-06-20,ATM_5,715.23,Monday,0
2022-06-21,ATM_1,2496.44,Tuesday,0
2022-06-21,ATM_2,2550.3,Tuesday,0
2022-06-21,ATM_3,2537.79,Tuesday,0
2022-06-21,ATM_4,2513.56,Tuesday,0
2022-06-21,ATM_5,1452.0,Tuesday,0
2022-06-22,ATM_1,1782.87,Wednesday,0
2022-06-22,ATM_2,832.92,Wednesday,0
2022-06-22,ATM_3,1292.43,Wednesday,0
2022-06-22,ATM_4,1006.13,Wednesday,0
2022-06-22,ATM_5,867.2,Wednesday,0
2022-06-23,ATM_1,800.51,Thursday,0
2022-06-23,ATM_2,2640.88,Thursday,0
2022-06-23,ATM_3,2441.31,Thursday,0
2022-06-23,ATM_4,1307.78,Thursday,0
2022-06-23,ATM_5,2426.62,Thursday,0
2022-06-24,ATM_1,809.56,Friday,0
2022-06-24,ATM_2,1637.6,Friday,0
2022-06-24,ATM_3,860.83,Friday,0
2022-06-24,ATM_4,2780.68,Friday,0
2022-06-24,ATM_5,2949.07,Friday,0
2022-06-25,ATM_1,4843.95,Saturday,0
2022-06-25,ATM_2,4308.97,Saturday,0
2022-06-25,ATM_3,3495.75,Saturday,0
2022-06-25,ATM_4,4401.6,Saturday,0
2022-06-25,ATM_5,1092.56,Saturday,0
2022-06-26,ATM_1,1892.14,Sunday,0
2022-06-26,ATM_2,4742.49,Sunday,0
2022-06-26,ATM_3,3700.0,Sunday,0
2022-06-26,ATM_4,1286.43,Sunday,0
2022-06-26,ATM_5,4641.25,Sunday,0
2022-06-27,ATM_1,523.2,Monday,0
2022-06-27,ATM_2,1072.86,Monday,0
2022-06-27,ATM_3,1271.42,Monday,0
2022-06-27,ATM_4,1545.15,Monday,0
2022-06-27,ATM_5,1467.88,Monday,0
2022-06-28,ATM_1,2172.68,Tuesday,0
2022-06-28,ATM_2,2676.75,Tuesday,0
2022-06-28,ATM_3,1504.55,Tuesday,0
2022-06-28,ATM_4,1830.29,Tuesday,0
2022-06-28,ATM_5,2503.44,Tuesday,0
2022-06-29,ATM_1,1295.11,Wednesday,0
2022-06-29,ATM_2,776.65,Wednesday,0
2022-06-29,ATM_3,1047.76,Wednesday,0
2022-06-29,ATM_4,843.48,Wednesday,0
2022-06-29,ATM_5,1944.66,Wednesday,0
2022-06-30,ATM_1,1290.23,Thursday,0
2022-06-30,ATM_2,2227.75,Thursday,0
2022-06-30,ATM_3,2471.4,Thursday,0
2022-06-30,ATM_4,2778.02,Thursday,0
2022-06-30,ATM_5,1485.81,Thursday,0
2022-07-01,ATM_1,4002.79,Friday,0
2022-07-01,ATM_2,4965.65,Friday,0
2022-07-01,ATM_3,1436.47,Friday,0
2022-07-01,ATM_4,4249.5,Friday,0
2022-07-01,ATM_5,4031.97,Friday,0
2022-07-02,ATM_1,2542.66,Saturday,0
2022-07-02,ATM_2,1480.51,Saturday,0
2022-07-02,ATM_3,4807.37,Saturday,0
2022-07-02,ATM_4,2493.5,Saturday,0
2022-07-02,ATM_5,1717.65,Saturday,0
2022-07-03,ATM_1,4267.69,Sunday,0
2022-07-03,ATM_2,3305.56,Sunday,0
2022-07-03,ATM_3,2720.83,Sunday,0
2022-07-03,ATM_4,1917.18,Sunday,0
2022-07-03,ATM_5,1945.02,Sunday,0
2022-07-04,ATM_1,2536.23,Monday,0
2022-07-04,ATM_2,1965.42,Monday,0
2022-07-04,ATM_3,1192.73,Monday,0
2022-07-04,ATM_4,4210.12,Monday,0
2022-07-04,ATM_5,2877.8,Monday,0
2022-07-05,ATM_1,4999.35,Tuesday,0
2022-07-05,ATM_2,1603.09,Tuesday,0
2022-07-05,ATM_3,1288.05,Tuesday,0
2022-07-05,ATM_4,3273.46,Tuesday,0
2022-07-05,ATM_5,1786.9,Tuesday,0
2022-07-06,ATM_1,1320.93,Wednesday,0
2022-07-06,ATM_2,1297.47,Wednesday,0
2022-07-06,ATM_3,1298.07,Wednesday,0
2022-07-06,ATM_4,2554.65,Wednesday,0
2022-07-06,ATM_5,662.26,Wednesday,0
2022-07-07,ATM_1,2467.27,Thursday,0
2022-07-07,ATM_2,1718.59,Thursday,0
2022-07-07,ATM_3,2480.37,Thursday,0
2022-07-07,ATM_4,2497.72,Thursday,0
2022-07-07,ATM_5,1796.74,Thursday,0
2022-07-08,ATM_1,1460.38,Friday,0
2022-07-08,ATM_2,1541.02,Friday,0
2022-07-08,ATM_3,1533.31,Friday,0
2022-07-08,ATM_4,2456.79,Friday,0
2022-07-08,ATM_5,1887.22,Friday,0
2022-07-09,ATM_1,4823.35,Saturday,0
2022-07-09,ATM_2,2079.47,Saturday,0
2022-07-09,ATM_3,3233.26,Saturday,0
2022-07-09,ATM_4,1858.96,Saturday,0
2022-07-09,ATM_5,3955.15,Saturday,0
2022-07-10,ATM_1,2513.9,Sunday,0
2022-07-10,ATM_2,1022.47,Sunday,0
2022-07-10,ATM_3,3378.62,Sunday,0
2022-07-10,ATM_4,2068.41,Sunday,0
2022-07-10,ATM_5,2689.49,Sunday,0
2022-07-11,ATM_1,510.75,Monday,0
2022-07-11,ATM_2,2052.1,Monday,0
2022-07-11,ATM_3,631.52,Monday,0
2022-07-11,ATM_4,1231.1,Monday,0
2022-07-11,ATM_5,2522.28,Monday,0
2022-07-12,ATM_1,1011.26,Tuesday,0
2022-07-12,ATM_2,2345.56,Tuesday,0
2022-07-12,ATM_3,1839.76,Tuesday,0
2022-07-12,ATM_4,719.94,Tuesday,0
2022-07-12,ATM_5,625.57,Tuesday,0
2022-07-13,ATM_1,2594.8,Wednesday,0
2022-07-13,ATM_2,1100.75,Wednesday,0
2022-07-13,ATM_3,2374.93,Wednesday,0
2022-07-13,ATM_4,1340.66,Wednesday,0
2022-07-13,ATM_5,1269.62,Wednesday,0
2022-07-14,ATM_1,2698.45,Thursday,0
2022-07-14,ATM_2,2084.89,Thursday,0
2022-07-14,ATM_3,1348.62,Thursday,0
2022-07-14,ATM_4,2646.21,Thursday,0
2022-07-14,ATM_5,2097.41,Thursday,0
2022-07-15,ATM_1,884.45,Friday,0
2022-07-15,ATM_2,1811.87,Friday,0
2022-07-15,ATM_3,1755.54,Friday,0
2022-07-15,ATM_4,2137.07,Friday,0
2022-07-15,ATM_5,2698.04,Friday,0
2022-07-16,ATM_1,2350.52,Saturday,0
2022-07-16,ATM_2,1636.23,Saturday,0
2022-07-16,ATM_3,4186.97,Saturday,0
2022-07-16,ATM_4,3002.48,Saturday,0
2022-07-16,ATM_5,3227.28,Saturday,0
2022-07-17,ATM_1,1369.06,Sunday,0
2022-07-17,ATM_2,3938.9,Sunday,0
2022-07-17,ATM_3,1819.15,Sunday,0
2022-07-17,ATM_4,4322.93,Sunday,0
2022-07-17,ATM_5,1754.81,Sunday,0
2022-07-18,ATM_1,877.17,Monday,0
2022-07-18,ATM_2,2489.05,Monday,0
2022-07-18,ATM_3,2709.15,Monday,0
2022-07-18,ATM_4,927.03,Monday,0
2022-07-18,ATM_5,2595.35,Monday,0
2022-07-19,ATM_1,2307.79,Tuesday,0
2022-07-19,ATM_2,775.08,Tuesday,0
2022-07-19,ATM_3,1248.08,Tuesday,0
2022-07-19,ATM_4,2498.61,Tuesday,0
2022-07-19,ATM_5,1362.22,Tuesday,0
2022-07-20,ATM_1,2049.36,Wednesday,0
2022-07-20,ATM_2,1188.57,Wednesday,0
2022-07-20,ATM_3,1317.44,Wednesday,0
2022-07-20,ATM_4,1499.53,Wednesday,0
2022-07-20,ATM_5,767.93,Wednesday,0
2022-07-21,ATM_1,1924.48,Thursday,0
2022-07-21,ATM_2,1719.25,Thursday,0
2022-07-21,ATM_3,2281.86,Thursday,0
2022-07-21,ATM_4,2168.64,Thursday,0
2022-07-21,ATM_5,689.43,Thursday,0
2022-07-22,ATM_1,2501.26,Friday,0
2022-07-22,ATM_2,828.69,Friday,0
2022-07-22,ATM_3,2268.08,Friday,0
2022-07-22,ATM_4,2767.1,Friday,0
2022-07-22,ATM_5,2609.49,Friday,0
2022-07-23,ATM_1,4934.4,Saturday,0
2022-07-23,ATM_2,1983.62,Saturday,0
2022-07-23,ATM_3,1228.57,Saturday,0
2022-07-23,ATM_4,1304.7,Saturday,0
2022-07-23,ATM_5,4396.46,Saturday,0
2022-07-24,ATM_1,3257.67,Sunday,0
2022-07-24,ATM_2,1137.31,Sunday,0
2022-07-24,ATM_3,4547.49,Sunday,0
2022-07-24,ATM_4,1120.56,Sunday,0
2022-07-24,ATM_5,2319.72,Sunday,0
2022-07-25,ATM_1,1308.01,Monday,0
2022-07-25,ATM_2,2864.81,Monday,0
2022-07-25,ATM_3,2706.29,Monday,0
2022-07-25,ATM_4,1935.64,Monday,0
2022-07-25,ATM_5,2621.45,Monday,0
2022-07-26,ATM_1,2691.4,Tuesday,0
2022-07-26,ATM_2,2950.48,Tuesday,0
2022-07-26,ATM_3,2132.67,Tuesday,0
2022-07-26,ATM_4,932.92,Tuesday,0
2022-07-26,ATM_5,1250.52,Tuesday,0
2022-07-27,ATM_1,1227.36,Wednesday,0
2022-07-27,ATM_2,680.12,Wednesday,0
2022-07-27,ATM_3,1352.17,Wednesday,0
2022-07-27,ATM_4,1629.03,Wednesday,0
2022-07-27,ATM_5,1452.39,Wednesday,0
2022-07-28,ATM_1,1815.6,Thursday,0
2022-07-28,ATM_2,1467.36,Thursday,0
2022-07-28,ATM_3,1327.31,Thursday,0
2022-07-28,ATM_4,2210.44,Thursday,0
2022-07-28,ATM_5,905.53,Thursday,0
2022-07-29,ATM_1,1950.3,Friday,0
2022-07-29,ATM_2,2486.82,Friday,0
2022-07-29,ATM_3,2133.03,Friday,0
2022-07-29,ATM_4,2521.02,Friday,0
2022-07-29,ATM_5,1912.47,Friday,0
2022-07-30,ATM_1,3030.59,Saturday,0
2022-07-30,ATM_2,1869.11,Saturday,0
2022-07-30,ATM_3,3336.98,Saturday,0
2022-07-30,ATM_4,4482.33,Saturday,0
2022-07-30,ATM_5,4969.41,Saturday,0
2022-07-31,ATM_1,2958.57,Sunday,0
2022-07-31,ATM_2,2814.11,Sunday,0
2022-07-31,ATM_3,4686.89,Sunday,0
2022-07-31,ATM_4,4320.05,Sunday,0
2022-07-31,ATM_5,1582.8,Sunday,0
2022-08-01,ATM_1,2536.27,Monday,0
2022-08-01,ATM_2,4599.9,Monday,0
2022-08-01,ATM_3,3690.59,Monday,0
2022-08-01,ATM_4,3397.69,Monday,0
2022-08-01,ATM_5,2136.71,Monday,0
2022-08-02,ATM_1,4109.7,Tuesday,0
2022-08-02,ATM_2,4502.24,Tuesday,0
2022-08-02,ATM_3,2913.76,Tuesday,0
2022-08-02,ATM_4,1297.04,Tuesday,0
2022-08-02,ATM_5,3728.24,Tuesday,0
2022-08-03,ATM_1,1114.24,Wednesday,0
2022-08-03,ATM_2,1653.38,Wednesday,0
2022-08-03,ATM_3,2996.45,Wednesday,0
2022-08-03,ATM_4,4621.54,Wednesday,0
2022-08-03,ATM_5,1287.51,Wednesday,0
2022-08-04,ATM_1,1267.6,Thursday,0
2022-08-04,ATM_2,4413.87,Thursday,0
2022-08-04,ATM_3,1527.14,Thursday,0
2022-08-04,ATM_4,3815.92,Thursday,0
2022-08-04,ATM_5,4988.09,Thursday,0
2022-08-05,ATM_1,3146.84,Friday,0
2022-08-05,ATM_2,2650.05,Friday,0
2022-08-05,ATM_3,2516.78,Friday,0
2022-08-05,ATM_4,1687.64,Friday,0
2022-08-05,ATM_5,1219.63,Friday,0
2022-08-06,ATM_1,4032.82,Saturday,0
2022-08-06,ATM_2,2986.03,Saturday,0
2022-08-06,ATM_3,4202.59,Saturday,0
2022-08-06,ATM_4,4421.69,Saturday,0
2022-08-06,ATM_5,3566.89,Saturday,0
2022-08-07,ATM_1,4020.88,Sunday,0
2022-08-07,ATM_2,1368.73,Sunday,0
2022-08-07,ATM_3,3123.12,Sunday,0
2022-08-07,ATM_4,2405.15,Sunday,0
2022-08-07,ATM_5,4448.85,Sunday,0
2022-08-08,ATM_1,1212.84,Monday,0
2022-08-08,ATM_2,1574.58,Monday,0
2022-08-08,ATM_3,1296.79,Monday,0
2022-08-08,ATM_4,2024.19,Monday,0
2022-08-08,ATM_5,1842.45,Monday,0
2022-08-09,ATM_1,1738.24,Tuesday,0
2022-08-09,ATM_2,2598.53,Tuesday,0
2022-08-09,ATM_3,1255.85,Tuesday,0
2022-08-09,ATM_4,2689.79,Tuesday,0
2022-08-09,ATM_5,1754.93,Tuesday,0
2022-08-10,ATM_1,878.44,Wednesday,0
2022-08-10,ATM_2,1811.58,Wednesday,0
2022-08-10,ATM_3,1526.44,Wednesday,0
2022-08-10,ATM_4,1205.39,Wednesday,0
2022-08-10,ATM_5,2024.76,Wednesday,0
2022-08-11,ATM_1,1614.35,Thursday,0
2022-08-11,ATM_2,2165.4,Thursday,0
2022-08-11,ATM_3,1773.2,Thursday,0
2022-08-11,ATM_4,2489.27,Thursday,0
2022-08-11,ATM_5,1683.82,Thursday,0
2022-08-12,ATM_1,1688.22,Friday,0
2022-08-12,ATM_2,1273.12,Friday,0
2022-08-12,ATM_3,1886.18,Friday,0
2022-08-12,ATM_4,1595.07,Friday,0
